,brand,product_name,product_propablity,product_detail,RRP,price,rating,product_code,stock_info,product_description
5072,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 13 VERY FINE LINEN ,124.6,,100.0,CJA41381,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 13 VERY FINE LINEN  325GSM 
5073,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,157.67,,,CJA4166115,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5074,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,164.29,,100.0,CJA4166116,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5075,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,119.08,,,CJA416611,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5076,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 13 VERY FINE LINEN ,149.95,,100.0,CJA413714,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 13 VERY FINE LINEN  325GSM 
5077,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 13 VERY FINE LINEN ,110.26,,,CJA41388,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 13 VERY FINE LINEN  325GSM 
5078,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,194.06,,80.0,CJA41661218,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5079,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,180.83,,,CJA41661216,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5080,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,131.21,,100.0,CJA4166112,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5081,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,152.16,,,CJA4166114,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5082,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,59.54,,100.0,CJA416645,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5083,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,55.13,,,CJA416644,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5084,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,147.75,,100.0,CJA466816,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5085,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,117.98,,,CJA466812,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5086,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,100.34,,100.0,CJA46671,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5087,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,136.72,,,CJA466814,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5088,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,90.41,,93.3333,CJA46678,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5089,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,84.9,,,CJA46668,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5090,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,84.9,,,CJA46677,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5091,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,106.95,,93.3333,CJA46681,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5092,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,95.93,,,CJA46688,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5093,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,97.03,,,CJA4166512,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5094,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,73.87,,,CJA416657,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5095,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,74.98,,90.0,CJA416666,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5096,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,129.01,,,CJA4166714,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5097,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,100.34,,,CJA416671,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5098,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,69.46,,100.0,CJA416656,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5099,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,65.05,,,CJA416655,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5100,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,72.77,,80.0,CJA416648,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5101,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,106.95,,,CJA416681,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5102,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,90.41,,90.0,CJA416678,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5103,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,84.9,,,CJA416677,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5104,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,63.95,,,CJA416646,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5105,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,79.39,,,CJA416667,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5106,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,84.9,,100.0,CJA416668,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5107,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,117.98,,,CJA4166812,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5108,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,136.72,,100.0,CJA4166814,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5109,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,129.01,,,CJA466714,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5110,UNI , POSCA , MARKERS , PC-5M ,,,,,, MARKERS  PC-5M  MEDIUM BULLET TIP 
5111,UNI , POSCA , MARKERS , PCF-350 ,,,,,, MARKERS  PCF-350  BRUSH TIP
5112,UNI , POSCA , MARKERS , PC-8K ,,,100.0,,, MARKERS  PC-8K  CHISEL TIP 
5113,UNI , POSCA , MARKERS , PC-3M ,,,,,, MARKERS  PC-3M  FINE BULLET TIP 
5114,UNI , POSCA , MARKERS , PC-17K ,,,,,, MARKERS  PC-17K  EXTRA BROAD CHISEL TIP 
5115,UNI , POSCA MARKERS , PC-7M , BROAD BULLET TIP ,,,,,, PC-7M  BROAD BULLET TIP  4.5 - 5.5MM
5116,UNI , POSCA , FINE ART PENS , PC-1MR ,,,100.0,,, FINE ART PENS  PC-1MR  ULTRA-FINE PIN TIP 
5117,UNI , POSCA , MARKERS , PC-1M ,,,,,, MARKERS  PC-1M  EXTRA-FINE BULLET TIP 
5118,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,95.93,,,CJA416688,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5119,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,152.16,,100.0,CJA466114,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5120,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,164.29,,,CJA466116,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5121,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,158.78,,80.0,CJA466115,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5122,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 166 ,147.75,,,CJA4166816,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 166  MEDIUM LINEN 
5123,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,131.21,,,CJA466112,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5124,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,119.08,,,CJA46611,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5125,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,176.42,,,CJA466118,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5126,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,144.44,,,CJA4661212,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5127,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,180.83,,100.0,CJA4661216,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5128,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,174.21,,,CJA4661215,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5129,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,194.06,,,CJA4661218,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5130,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,55.13,,,CJA46644,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5131,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,72.77,,100.0,CJA46648,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5132,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,59.54,,,CJA46645,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5133,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,63.95,,,CJA46646,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5134,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,97.03,,,CJA466512,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5135,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,65.05,,100.0,CJA46655,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5136,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,73.87,,,CJA46657,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5137,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,69.46,,,CJA46656,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5138,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,79.39,,100.0,CJA46667,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5139,JACKSON'S , MUSEUM , 45MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 66 MEDIUM LINEN ,74.98,,,CJA46666,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 45MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 66 MEDIUM LINEN  460GSM 
5140,CANSON , MOULIN DU ROY , WATERCOLOR PAPER SAMPLE , A5 ,0.17,0.0,80.0,PCMRA5HP,In Stock Online, WATERCOLOR PAPER SAMPLE  A5  300GSM 
5141,CANSON , MOULIN DU ROY , WATERCOLOR PAPER SAMPLE , A5 ,0.17,0.0,,PCMRA5N,In Stock Online, WATERCOLOR PAPER SAMPLE  A5  300GSM 
5142,HAHNEMUHLE , BRISTOL BOARD , 920GSM , SINGLE SHEET ,6.15,4.85,100.0,PHBB920,In Stock Online, 920GSM  SINGLE SHEET  50X65CM
5143,HAHNEMUHLE , BRISTOL BOARD , 310GSM , SINGLE SHEET ,1.98,1.65,,PHBB310,In Stock Online, 310GSM  SINGLE SHEET  50X65CM
5144,HAHNEMUHLE , THE GREY BOOK , SKETCHBOOK , 120GSM ,12.17,9.59,100.0,PHGBA5,In Stock Online, SKETCHBOOK  120GSM  40 SHEETS 
5145,MOLOTOW , URBAN FINE ART , 400ML , STYROFOAM PRIMER WHITE 431 ,7.06,,,AMU400431,In Stock Online, 400ML  STYROFOAM PRIMER WHITE 431  SHIP BY ROAD ONLY
5146,JACKSON'S , MUSEUM , 25MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 112 MODERATELY FINE LINEN ,162.08,,100.0,CJA2112116,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 25MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 112 MODERATELY FINE LINEN  345GSM 
5147,JACKSON'S , MUSEUM , 25MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 112 MODERATELY FINE LINEN ,155.47,,,CJA2112115,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 25MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 112 MODERATELY FINE LINEN  345GSM 
5148,JACKSON'S , MUSEUM , 25MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 112 MODERATELY FINE LINEN ,142.24,,93.3333,CJA21121212,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 25MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 112 MODERATELY FINE LINEN  345GSM 
5149,JACKSON'S , MUSEUM , 25MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 112 MODERATELY FINE LINEN ,173.11,,,CJA21121215,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 25MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 112 MODERATELY FINE LINEN  345GSM 
5150,JACKSON'S , MUSEUM , 25MM ALUMINIUM STRETCHED CANVAS , CLAESSENS 112 MODERATELY FINE LINEN ,179.73,,93.3333,CJA21121216,"Our bespoke items can take up to 14 days to make, so please also allow for the courier service delivery time to your address.", 25MM ALUMINIUM STRETCHED CANVAS  CLAESSENS 112 MODERATELY FINE LINEN  345GSM 
