,brand,product_name,product_propablity,product_detail,RRP,price,rating,product_code,stock_info,product_description
2414,ESCODA , MODERNISTA , TADAMI SYNTHETIC , SERIES 4050 ,10.72,7.17,,B40504,Awaiting Stock - Due Soon, TADAMI SYNTHETIC  SERIES 4050  # 4
2415,ESCODA , MODERNISTA , TADAMI SYNTHETIC , SERIES 4060 ,64.05,43.0,100.0,B406022,In Stock Online, TADAMI SYNTHETIC  SERIES 4060  # 22
2416,ESCODA , MODERNISTA , TADAMI SYNTHETIC , SERIES 4060 ,75.51,50.72,,B406024,In Stock Online, TADAMI SYNTHETIC  SERIES 4060  # 24
2417,ESCODA , PRIMERA , TEIJIN SYNTHETIC , SERIES 4150 ,9.51,6.39,100.0,B41506,In Stock Online, TEIJIN SYNTHETIC  SERIES 4150  # 6
2418,ESCODA , MODERNISTA , TADAMI SYNTHETIC , SERIES 4075 ,20.76,13.89,,B407510,In Stock Online, TADAMI SYNTHETIC  SERIES 4075  # 10
2419,ESCODA , MODERNISTA , TADAMI SYNTHETIC , SERIES 4075 ,8.73,5.84,90.0,B40751,In Stock Online, TADAMI SYNTHETIC  SERIES 4075  # 1
2420,ESCODA , PRIMERA , TEIJIN SYNTHETIC , SERIES 4150 ,11.23,7.5,,B415010,In Stock Online, TEIJIN SYNTHETIC  SERIES 4150  # 10
2421,ESCODA , PRIMERA , TEIJIN SYNTHETIC , SERIES 4150 ,7.09,4.74,,B41501,In Stock Online, TEIJIN SYNTHETIC  SERIES 4150  # 1
2422,ESCODA , PRIMERA , TEIJIN SYNTHETIC , SERIES 4150 ,26.66,17.86,,B415020,In Stock Online, TEIJIN SYNTHETIC  SERIES 4150  # 20
2423,ESCODA , PRIMERA , TEIJIN SYNTHETIC , SERIES 4150 ,30.72,20.62,,B415022,In Stock Online, TEIJIN SYNTHETIC  SERIES 4150  # 22
2424,ESCODA , PRIMERA , TEIJIN SYNTHETIC , SERIES 4150 ,8.57,5.73,,B41504,In Stock Online, TEIJIN SYNTHETIC  SERIES 4150  # 4
2425,ESCODA , PRIMERA , TEIJIN SYNTHETIC , SERIES 4160 ,7.59,5.07,,B41600,In Stock Online, TEIJIN SYNTHETIC  SERIES 4160  # 0
2426,ESCODA , CLASICO , HOG , SERIES 4829 ,12.65,8.49,,B482914,In Stock Online, HOG  SERIES 4829  LONG FLAT 
2427,ESCODA , CLASICO , HOG , SERIES 4829 ,11.59,7.83,,B482912,In Stock Online, HOG  SERIES 4829  LONG FLAT 
2428,ESCODA , CLASICO , HOG , SERIES 4829 ,19.26,12.9,100.0,B482920,In Stock Online, HOG  SERIES 4829  LONG FLAT 
2429,ESCODA , CLASICO , HOG , SERIES 5131 ,11.84,7.94,,B513110,In Stock Online, HOG  SERIES 5131  ROUND 
2430,ESCODA , CLASICO , HOG , SERIES 5131 ,24.5,16.43,,B513122,In Stock Online, HOG  SERIES 5131  ROUND 
2431,ESCODA , CLASICO , HOG , SERIES 5131 ,21.84,14.66,,B513120,In Stock Online, HOG  SERIES 5131  ROUND 
2432,DA VINCI , ACRYLIC IMPASTO , SERIES 5025 , MOTTLER ,146.07,116.88,,B5025150,In Stock Online, SERIES 5025  MOTTLER  SIZE 150MM
2433,DA VINCI , ACRYLIC IMPASTO , SERIES 5025 , MOTTLER ,39.56,31.98,,B502580,In Stock Online, SERIES 5025  MOTTLER  SIZE 80MM
2434,DA VINCI , ACRYLIC IMPASTO , SERIES 5025 , MOTTLER ,30.96,24.81,,B502560,In Stock Online, SERIES 5025  MOTTLER  SIZE 60MM
2435,DA VINCI , ACRYLIC IMPASTO , SERIES 5025 , MOTTLER ,25.14,20.18,,B502550,In Stock Online, SERIES 5025  MOTTLER  SIZE 50MM
2436,ESCODA , CLASICO , HOG , SERIES 5131 ,11.39,7.61,,B51318,In Stock Online, HOG  SERIES 5131  ROUND 
2437,ESCODA , CLASICO , HOG , SERIES 5131 ,10.93,7.39,,B51316,In Stock Online, HOG  SERIES 5131  ROUND 
2438,DA VINCI , ACRYLIC IMPASTO , SERIES 5025 , MOTTLER ,15.75,12.68,,B502530,In Stock Online, SERIES 5025  MOTTLER  SIZE 30MM
2439,DA VINCI , ACRYLIC IMPASTO , SERIES 5025 , MOTTLER ,19.32,15.44,,B502540,In Stock Online, SERIES 5025  MOTTLER  SIZE 40MM
2440,ESCODA , CLASICO , HOG , SERIES 4829 ,16.21,10.92,,B482916,In Stock Online, HOG  SERIES 4829  LONG FLAT 
2441,ESCODA , CLASICO , HOG , SERIES 4829 ,8.97,6.06,,B48294,In Stock Online, HOG  SERIES 4829  LONG FLAT 
2442,ESCODA , CLASICO , HOG , SERIES 5131 ,17.68,11.91,,B513116,In Stock Online, HOG  SERIES 5131  ROUND 
2443,ESCODA , CLASICO , HOG , SERIES 5131 ,19.65,13.12,,B513118,In Stock Online, HOG  SERIES 5131  ROUND 
2444,ESCODA , CLASICO , HOG , SERIES 4829 ,17.62,11.8,,B482918,In Stock Online, HOG  SERIES 4829  LONG FLAT 
2445,ESCODA , CLASICO , HOG , SERIES 4829 ,9.58,6.51,,B48296,Awaiting Stock - Due: 12-04-2020, HOG  SERIES 4829  LONG FLAT 
2446,ESCODA , CLASICO , HOG , SERIES 5131 ,12.78,8.6,,B513112,In Stock Online, HOG  SERIES 5131  ROUND 
2447,ESCODA , CLASICO , HOG , SERIES 4829 ,8.45,5.73,,B48292,In Stock Online, HOG  SERIES 4829  LONG FLAT 
2448,ESCODA , CLASICO , HOG , SERIES 4829 ,10.25,6.95,,B48298,Awaiting Stock - Due: 12-04-2020, HOG  SERIES 4829  LONG FLAT 
2449,ESCODA , CLASICO , HOG , SERIES 5131 ,15.08,10.14,,B513114,In Stock Online, HOG  SERIES 5131  ROUND 
2450,ESCODA , CLASICO , HOG , SERIES 4829 ,22.32,15.0,,B482922,In Stock Online, HOG  SERIES 4829  LONG FLAT 
2451,ESCODA , CLASICO , HOG , SERIES 5131 ,9.26,6.28,,B51311,In Stock Online, HOG  SERIES 5131  ROUND 
2452,ESCODA , CLASICO , HOG , SERIES 5131 ,27.69,18.52,,B513124,In Stock Online, HOG  SERIES 5131  ROUND 
2453,ESCODA , CLASICO , HOG , SERIES 5131 ,9.99,6.73,,B51314,In Stock Online, HOG  SERIES 5131  ROUND 
2454,ESCODA , CLASICO , HOG , SERIES 4829 ,25.01,16.76,,B482924,Low Stock, HOG  SERIES 4829  LONG FLAT 
2455,ESCODA , CLASICO , HOG , SERIES 5131 ,8.8,5.95,,B51310,In Stock Online, HOG  SERIES 5131  ROUND 
2456,ESCODA , CLASICO , HOG , SERIES 5131 ,9.38,6.28,,B51312,In Stock Online, HOG  SERIES 5131  ROUND 
2457,DA VINCI , ACRYLIC IMPASTO , SERIES 5025 , MOTTLER ,169.89,136.72,,B5025200,Low Stock, SERIES 5025  MOTTLER  SIZE 200MM
2458,DA VINCI , ACRYLIC IMPASTO , SERIES 5025 , MOTTLER ,14.16,11.36,,B502520,In Stock Online, SERIES 5025  MOTTLER  SIZE 20MM
2459,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,14.16,11.36,,B512310,In Stock Online, SERIES 5123  BRIGHT  SIZE 10
2460,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,5.16,4.19,,B51231,In Stock Online, SERIES 5123  BRIGHT  SIZE 1
2461,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,19.32,15.44,,B512312,In Stock Online, SERIES 5123  BRIGHT  SIZE 12
2462,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,17.86,14.33,,B512311,In Stock Online, SERIES 5123  BRIGHT  SIZE 11
2463,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,35.72,28.67,,B512316,In Stock Online, SERIES 5123  BRIGHT  SIZE 16
2464,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,95.13,76.08,,B512330,In Stock Online, SERIES 5123  BRIGHT  SIZE 30
2465,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,7.41,5.95,,B51234,In Stock Online, SERIES 5123  BRIGHT  SIZE 4
2466,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,7.81,6.28,,B51235,In Stock Online, SERIES 5123  BRIGHT  SIZE 5
2467,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,9.92,8.05,,B51238,In Stock Online, SERIES 5123  BRIGHT  SIZE 8
2468,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,70.13,56.23,,B542320,In Stock Online, SERIES 5423  FILBERT  SIZE 20
2469,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,80.98,65.05,,B512324,In Stock Online, SERIES 5123  BRIGHT  SIZE 24
2470,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,5.56,4.52,,B51232,In Stock Online, SERIES 5123  BRIGHT  SIZE 2
2471,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,9.92,8.05,90.0,B54234,In Stock Online, SERIES 5423  FILBERT  SIZE 4
2472,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,10.98,8.82,,B54235,In Stock Online, SERIES 5423  FILBERT  SIZE 5
2473,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,18.92,15.11,,B572311,In Stock Online, SERIES 5723  ROUND  SIZE 11
2474,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,24.08,19.3,,B572312,In Stock Online, SERIES 5723  ROUND  SIZE 12
2475,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,17.2,13.78,,B572310,In Stock Online, SERIES 5723  ROUND  SIZE 10
2476,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,5.69,4.63,,B57231,In Stock Online, SERIES 5723  ROUND  SIZE 1
2477,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,7.14,5.73,,B57233,In Stock Online, SERIES 5723  ROUND  SIZE 3
2478,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,8.34,6.62,,B57234,In Stock Online, SERIES 5723  ROUND  SIZE 4
2479,ESCODA , NATURAL , HOG , SERIES 7040 ,15.4,10.92,,B704024,In Stock Online, HOG  SERIES 7040  # 24
2480,ESCODA , NATURAL , HOG , SERIES 7040 ,5.81,4.19,,B70406,In Stock Online, HOG  SERIES 7040  # 6
2481,ESCODA , NATURAL , HOG , SERIES 7040 ,5.46,3.86,,B70404,In Stock Online, HOG  SERIES 7040  # 4
2482,ESCODA , NATURAL , HOG , SERIES 7040 ,6.4,4.52,,B70408,In Stock Online, HOG  SERIES 7040  # 8
2483,ESCODA , NATURAL , HOG , SERIES 7040 ,10.07,7.17,,B704016,In Stock Online, HOG  SERIES 7040  # 16
2484,ESCODA , NATURAL , HOG , SERIES 7040 ,8.56,6.06,,B704014,In Stock Online, HOG  SERIES 7040  # 14
2485,ESCODA , NATURAL , HOG , SERIES 7040 ,11.25,7.94,,B704018,In Stock Online, HOG  SERIES 7040  # 18
2486,ESCODA , NATURAL , HOG , SERIES 7040 ,5.44,3.86,,B70402,In Stock Online, HOG  SERIES 7040  # 2
2487,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,8.2,6.62,,B710510,In Stock Online, SERIES 7105  FLAT  SIZE 10
2488,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,23.68,18.96,,B542312,In Stock Online, SERIES 5423  FILBERT  SIZE 12
2489,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,18.92,15.22,,B542311,In Stock Online, SERIES 5423  FILBERT  SIZE 11
2490,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,11.78,9.48,,B54236,In Stock Online, SERIES 5423  FILBERT  SIZE 6
2491,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,12.44,9.92,80.0,B54237,In Stock Online, SERIES 5423  FILBERT  SIZE 7
2492,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,50.54,40.8,,B512320,In Stock Online, SERIES 5123  BRIGHT  SIZE 20
2493,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,9.39,7.5,100.0,B51236,In Stock Online, SERIES 5123  BRIGHT  SIZE 6
2494,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,7.94,6.39,,B54231,In Stock Online, SERIES 5423  FILBERT  SIZE 1
2495,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,12.31,9.92,100.0,B51239,In Stock Online, SERIES 5123  BRIGHT  SIZE 9
2496,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,9.26,7.39,,B54233,In Stock Online, SERIES 5423  FILBERT  SIZE 3
2497,ESCODA , NATURAL , HOG , SERIES 7040 ,7.53,5.4,,B704012,In Stock Online, HOG  SERIES 7040  # 12
2498,ESCODA , NATURAL , HOG , SERIES 7040 ,7.04,4.96,,B704010,In Stock Online, HOG  SERIES 7040  # 10
2499,ESCODA , NATURAL , HOG , SERIES 7040 ,13.07,9.26,,B704020,In Stock Online, HOG  SERIES 7040  # 20
2500,ESCODA , NATURAL , HOG , SERIES 7040 ,14.17,10.03,,B704022,In Stock Online, HOG  SERIES 7040  # 22
2501,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,9.39,7.5,,B710512,In Stock Online, SERIES 7105  FLAT  SIZE 12
2502,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,11.25,9.04,100.0,B710514,In Stock Online, SERIES 7105  FLAT  SIZE 14
2503,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,17.99,14.44,,B710518,In Stock Online, SERIES 7105  FLAT  SIZE 18
2504,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,12.83,10.36,100.0,B710516,In Stock Online, SERIES 7105  FLAT  SIZE 16
2505,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,20.11,16.1,,B710520,In Stock Online, SERIES 7105  FLAT  SIZE 20
2506,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,5.03,4.08,,B71052,In Stock Online, SERIES 7105  FLAT  SIZE 2
2507,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,30.56,24.81,,B710526,In Stock Online, SERIES 7105  FLAT  SIZE 26
2508,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,27.12,21.72,,B710524,In Stock Online, SERIES 7105  FLAT  SIZE 24
2509,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,23.55,18.85,100.0,B710522,In Stock Online, SERIES 7105  FLAT  SIZE 22
2510,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,32.55,26.46,,B710528,In Stock Online, SERIES 7105  FLAT  SIZE 28
2511,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,34.8,28.12,90.0,B710530,In Stock Online, SERIES 7105  FLAT  SIZE 30
2512,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,5.42,4.41,,B71054,In Stock Online, SERIES 7105  FLAT  SIZE 4
2513,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,6.22,4.96,93.3333,B71056,In Stock Online, SERIES 7105  FLAT  SIZE 6
2514,DA VINCI , ACRYLIC IMPASTO , SERIES 7705 , ROUND ,4.63,3.75,,B77051,In Stock Online, SERIES 7705  ROUND  SIZE 1
2515,DA VINCI , ACRYLIC IMPASTO , SERIES 7105 , FLAT ,7.14,5.84,100.0,B71058,In Stock Online, SERIES 7105  FLAT  SIZE 8
2516,DA VINCI , ACRYLIC IMPASTO , SERIES 7705 , ROUND ,13.1,10.59,,B770512,In Stock Online, SERIES 7705  ROUND  SIZE 12
2517,DA VINCI , ACRYLIC IMPASTO , SERIES 7705 , ROUND ,11.11,8.93,,B770510,In Stock Online, SERIES 7705  ROUND  SIZE 10
2518,DA VINCI , ACRYLIC IMPASTO , SERIES 7705 , ROUND ,5.03,4.08,,B77052,In Stock Online, SERIES 7705  ROUND  SIZE 2
2519,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,45.25,36.39,100.0,B572316,In Stock Online, SERIES 5723  ROUND  SIZE 16
2520,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,63.38,50.72,,B572320,In Stock Online, SERIES 5723  ROUND  SIZE 20
2521,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,5.95,4.85,,B57232,In Stock Online, SERIES 5723  ROUND  SIZE 2
2522,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,10.19,8.16,,B57236,In Stock Online, SERIES 5723  ROUND  SIZE 6
2523,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,12.04,9.59,,B57238,In Stock Online, SERIES 5723  ROUND  SIZE 8
2524,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,13.1,10.59,100.0,B57239,In Stock Online, SERIES 5723  ROUND  SIZE 9
2525,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,8.47,6.84,,B57235,In Stock Online, SERIES 5723  ROUND  SIZE 5
2526,DA VINCI , MAESTRO 2 , SERIES 5723 , ROUND ,10.98,8.82,,B57237,In Stock Online, SERIES 5723  ROUND  SIZE 7
2527,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,9.79,7.83,,B51237,In Stock Online, SERIES 5123  BRIGHT  SIZE 7
2528,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,8.73,7.06,,B54232,In Stock Online, SERIES 5423  FILBERT  SIZE 2
2529,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,14.29,11.47,,B54239,In Stock Online, SERIES 5423  FILBERT  SIZE 9
2530,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,13.23,10.69,,B54238,In Stock Online, SERIES 5423  FILBERT  SIZE 8
2531,DA VINCI , MAESTRO 2 , SERIES 5123 , BRIGHT ,6.48,5.29,90.0,B51233,In Stock Online, SERIES 5123  BRIGHT  SIZE 3
2532,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,16.94,13.67,,B542310,In Stock Online, SERIES 5423  FILBERT  SIZE 10
2533,DA VINCI , MAESTRO 2 , SERIES 5423 , FILBERT ,48.96,39.69,,B542316,Low Stock, SERIES 5423  FILBERT  SIZE 16
2534,HANDOVER , SOFT HAIR MOP , FERRULE , # 4 ,7.34,6.12,100.0,705F/004,In Stock Online, FERRULE  # 4  10MM DIAMETER
2535,HANDOVER , SOFT HAIR MOP , FERRULE , # 2 ,6.48,5.4,,705F/002,In Stock Online, FERRULE  # 2  6MM DIAMETER
2536,HANDOVER , SOFT HAIR MOP , FERRULE , # 8 ,12.31,10.25,100.0,705F/008,In Stock Online, FERRULE  # 8  16MM DIAMETER
2537,HANDOVER , SOFT HAIR MOP , FERRULE , # 6 ,10.39,8.66,,705F/006,In Stock Online, FERRULE  # 6  13MM DIAMETER
2538,PRINCETON , NEPTUNE , FAUX SQUIRREL , 1&1/2 INCH MOTTLER ,42.94,28.67,,BPR4750M150,In Stock Online, FAUX SQUIRREL  1&1/2 INCH MOTTLER  4750
2539,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,29.44,19.63,100.0,BD1016,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2540,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,12.24,8.16,,BD106,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2541,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,9.79,6.62,,BD105,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2542,DALER ROWNEY , CRYLA , SERIES C25 , LONG HANDLED ,24.28,16.21,,BD2512,In Stock Online, SERIES C25  LONG HANDLED  FLAT 
2543,DALER ROWNEY , CRYLA , SERIES C25 , LONG HANDLED ,11.97,8.05,,BD254,In Stock Online, SERIES C25  LONG HANDLED  FLAT 
2544,DALER ROWNEY , CRYLA , SERIES C25 , LONG HANDLED ,10.52,7.06,,BD252,In Stock Online, SERIES C25  LONG HANDLED  FLAT 
2545,DALER ROWNEY , CRYLA , SERIES C35 , LONG HANDLED ,12.24,8.16,93.3333,BD356,Low Stock, SERIES C35  LONG HANDLED  BRIGHT 
2546,DALER ROWNEY , CRYLA , SERIES C35 , LONG HANDLED ,11.97,8.05,,BD354,In Stock Online, SERIES C35  LONG HANDLED  BRIGHT 
2547,DALER ROWNEY , CRYLA , SERIES C20 , LONG HANDLED ,24.28,16.21,100.0,BD2012,In Stock Online, SERIES C20  LONG HANDLED  ROUND 
2548,DALER ROWNEY , CRYLA , SERIES C20 , LONG HANDLED ,12.97,8.71,,BD206,Low Stock, SERIES C20  LONG HANDLED  ROUND 
2549,DALER ROWNEY , CRYLA , SERIES C20 , LONG HANDLED ,15.15,10.14,100.0,BD208,In Stock Online, SERIES C20  LONG HANDLED  ROUND 
2550,DALER ROWNEY , CRYLA , SERIES C35 , LONG HANDLED ,18.52,12.35,,BD3510,In Stock Online, SERIES C35  LONG HANDLED  BRIGHT 
2551,DALER ROWNEY , CRYLA , SERIES C35 , LONG HANDLED ,9.13,6.18,,BD351,In Stock Online, SERIES C35  LONG HANDLED  BRIGHT 
2552,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,6.15,4.19,,BD1000,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2553,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,8.73,5.84,100.0,BD104,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2554,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,7.34,4.96,,BD102,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2555,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,7.61,5.07,100.0,BD103,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2556,DALER ROWNEY , CRYLA , SERIES C25 , LONG HANDLED ,20.05,13.45,,BD2510,In Stock Online, SERIES C25  LONG HANDLED  FLAT 
2557,DALER ROWNEY , CRYLA , SERIES C25 , LONG HANDLED ,8.73,5.84,93.3333,BD251,In Stock Online, SERIES C25  LONG HANDLED  FLAT 
2558,DALER ROWNEY , CRYLA , SERIES C35 , LONG HANDLED ,22.36,15.0,,BD3512,In Stock Online, SERIES C35  LONG HANDLED  BRIGHT 
2559,DALER ROWNEY , CRYLA , SERIES C35 , LONG HANDLED ,9.79,6.62,,BD352,Low Stock, SERIES C35  LONG HANDLED  BRIGHT 
2560,DALER ROWNEY , CRYLA , SERIES C30 , LONG HANDLED ,15.81,10.59,93.3333,BD308,In Stock Online, SERIES C30  LONG HANDLED  FILBERT 
2561,DALER ROWNEY , CRYLA , SERIES C30 , LONG HANDLED ,12.97,8.71,,BD306,In Stock Online, SERIES C30  LONG HANDLED  FILBERT 
2562,DALER ROWNEY , CRYLA , SERIES C30 , LONG HANDLED ,11.97,8.05,,BD304,Low Stock, SERIES C30  LONG HANDLED  FILBERT 
2563,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,25.6,17.09,,BD1014,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2564,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,20.05,13.45,,BD1010,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2565,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,6.55,4.41,100.0,BD101,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2566,DALER ROWNEY , CRYLA , SERIES C25 , LONG HANDLED ,12.97,8.71,,BD256,In Stock Online, SERIES C25  LONG HANDLED  FLAT 
2567,DALER ROWNEY , CRYLA , SERIES C25 , LONG HANDLED ,16.47,11.03,,BD258,In Stock Online, SERIES C25  LONG HANDLED  FLAT 
2568,DALER ROWNEY , CRYLA , SERIES C35 , LONG HANDLED ,15.81,10.59,100.0,BD358,In Stock Online, SERIES C35  LONG HANDLED  BRIGHT 
2569,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,33.41,22.6,,BD1018,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2570,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,17.2,11.47,,BD108,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2571,DALER ROWNEY , CRYLA , SERIES C20 , LONG HANDLED ,7.87,5.29,100.0,BD200,In Stock Online, SERIES C20  LONG HANDLED  ROUND 
2572,DALER ROWNEY , CRYLA , SERIES C30 , LONG HANDLED ,22.36,15.0,,BD3012,In Stock Online, SERIES C30  LONG HANDLED  FILBERT 
2573,DALER ROWNEY , CRYLA , SERIES C30 , LONG HANDLED ,9.79,6.62,,BD302,In Stock Online, SERIES C30  LONG HANDLED  FILBERT 
2574,DALER ROWNEY , CRYLA , SERIES C10 , SHORT HANDLED ,22.36,15.0,,BD1012,In Stock Online, SERIES C10  SHORT HANDLED  ROUND 
2575,DALER ROWNEY , CRYLA , SERIES C20 , LONG HANDLED ,19.38,13.01,80.0,BD2010,In Stock Online, SERIES C20  LONG HANDLED  ROUND 
2576,DALER ROWNEY , CRYLA , SERIES C30 , LONG HANDLED ,18.52,12.35,,BD3010,In Stock Online, SERIES C30  LONG HANDLED  FILBERT 
2577,DALER ROWNEY , CRYLA , SERIES C30 , LONG HANDLED ,9.13,6.18,80.0,BD300,In Stock Online, SERIES C30  LONG HANDLED  FILBERT 
2578,FRISKET , MASKING FILM , ROLL , 25.4X366CM ,17.86,9.92,,GSA52800,In Stock Online, ROLL  25.4X366CM  MATT
2579,FRISKET , MASKING FILM , ROLL , 38.1X366CM ,22.48,12.46,,GSA52802,Awaiting Stock - Due Soon, ROLL  38.1X366CM  MATT
2580,FRISKET , MASKING FILM , ROLL , 63.5X366CM ,34.39,19.08,,GSA52804,In Stock Online, ROLL  63.5X366CM  MATT
2581,FRISKET , MASKING FILM , 10 SHEET PACK , 50.8X63.5CM ,59.53,33.08,,GSA52710,In Stock Online, 10 SHEET PACK  50.8X63.5CM  GLOSS
2582,FRISKET , MASKING FILM , ROLL , 63.5X2286CM ,165.38,91.52,,GSA52712,In Stock Online, ROLL  63.5X2286CM  GLOSS
2583,FRISKET , MASKING FILM , 8 SHEET PACK , 25.4X38.1CM ,18.51,10.25,,GSA52808,In Stock Online, 8 SHEET PACK  25.4X38.1CM  MATT
2584,FRISKET , MASKING FILM , ROLL , 63.5X914CM ,68.79,38.59,100.0,GSA52806,Low Stock, ROLL  63.5X914CM  MATT
2585,FRISKET , MASKING FILM , 10 SHEET PACK , 50.8X63.5CM ,59.53,33.08,,GSA52810,In Stock Online, 10 SHEET PACK  50.8X63.5CM  MATT
2586,FRISKET , MASKING FILM , ROLL , 25.4X366CM ,17.86,9.92,100.0,GSA52700,In Stock Online, ROLL  25.4X366CM  GLOSS
2587,FRISKET , MASKING FILM , 8 SHEET PACK , 25.4X38.1CM ,18.51,10.25,,GSA52708,In Stock Online, 8 SHEET PACK  25.4X38.1CM  GLOSS
2588,FRISKET , MASKING FILM , ROLL , 63.5X914CM ,68.79,38.59,,GSA52706,In Stock Online, ROLL  63.5X914CM  GLOSS
2589,FRISKET , MASKING FILM , ROLL , 38.1X366CM ,22.48,12.46,,GSA52702,In Stock Online, ROLL  38.1X366CM  GLOSS
2590,FRISKET , MASKING FILM , ROLL , 63.5X366CM ,34.39,19.08,,GSA52704,In Stock Online, ROLL  63.5X366CM  GLOSS
2591,DALER ROWNEY , CRYLA , SERIES C20 , LONG HANDLED ,9.13,6.18,,BD201,Low Stock, SERIES C20  LONG HANDLED  ROUND 
